P0A9Q5	GO:0005829 GO:0009329	GO:0005524 GO:0003989 GO:0016743 GO:0003677 GO:0008270 GO:0003729	GO:0006633 GO:0042759 GO:0017148 GO:2001295	K01963	PF01039 PF17848	
P05825	GO:0005623 GO:0030313 GO:0045203 GO:0009279 GO:0031230	GO:0022834 GO:0015620 GO:0038023 GO:0042931 GO:0019904 GO:0042912 GO:0015344	GO:0033214 GO:0015685 GO:0042930 GO:0042914	K19611	PF07715 PF00593	
P46849	GO:0005737	GO:0003963 GO:0005524	GO:0006396	K01974	PF05189 PF01137	
P38521	GO:0005829	None	None	K09923	PF04320	
P0A8S1	None	GO:0043565 GO:0003700 GO:0003681	GO:0045892 GO:0006355 GO:0032297 GO:0045893	K05596	PF03466 PF00126	
P10908	GO:0005737	GO:0000287 GO:0047395 GO:0047389 GO:0008889	GO:0006071 GO:0006629	K01126	PF03009	
P32662	GO:0005829	GO:0031404 GO:0008967 GO:0000287	GO:0005975 GO:0016311 GO:0006281 GO:0046295	K01091	PF13419	
P53510	GO:0009289	None	None	None	PF16831	
P69931	GO:0016020 GO:0005829 GO:0005886	GO:0043531 GO:0042802	GO:0006270 GO:0006260 GO:0032297	K10763	PF00308	
P77215	None	GO:0042802 GO:0000287 GO:0050032	GO:0009063	K12661	PF02746 PF13378	
P0A8Z0	GO:0005829	GO:0047617 GO:0036042 GO:0000062	GO:0006631 GO:0006637	K10806	PF03061	
P0AEP9	GO:0009339	GO:0008891 GO:0071949 GO:0019154	GO:0046296 GO:0006974	K00104	PF02913 PF01565	
P0A8D3	None	None	None	K09768	PF02639	
P10441	GO:0005737 GO:0019897	GO:0042802 GO:0005543 GO:0008915	GO:0009245	K00748	PF02684	
Q46855	None	GO:0000986 GO:0001216	GO:0006351 GO:0045893 GO:0006355	None	PF12833 PF06719	
P0A6A8	GO:0005737 GO:0005829	GO:0000036 GO:0031177 GO:0008289 GO:0000035	GO:0006633 GO:0009245 GO:0008610 GO:0042493	K02078	PF00550	
P0AEK4	GO:0005829 GO:0016020	GO:0004318 GO:0016631 GO:0042802	GO:0051289 GO:0030497 GO:0009102 GO:0046677 GO:0008610	K00208	None	
Q57261	GO:0005829	GO:0003723 GO:0009982 GO:0106029	GO:0001522 GO:0031119	K06176	PF01142	
P0AA04	GO:0005829	GO:0045152 GO:0004857 GO:0008047	GO:0033673 GO:0009401 GO:0045819	K02784	PF00381	
P08191	GO:0009289 GO:0033644	GO:0005537	GO:0007155 GO:0043709 GO:0043711	K07350	PF09160 PF00419	
P42624	GO:0005737	None	None	K06911	PF17954 PF02678	
Q47510	None	GO:0008080 GO:0000166	None	None	PF13302 PF02784	
P00895	GO:0005829	GO:0046872 GO:0004049	GO:0000162	K01657	PF00425 PF04715	
P0AAB8	GO:0005829	None	GO:0000303 GO:0009411 GO:0042594	K14065	PF00582	
P09169	GO:0031230 GO:0009279 GO:0016021	GO:0004175 GO:0004190 GO:0004252	GO:0006508	K01355	PF01278	
P0AEC8	GO:0005886 GO:0005887 GO:0016021	GO:0004673 GO:0000155 GO:0042802 GO:0005524	GO:0006355 GO:0000160 GO:0051260 GO:0006468 GO:0023014	K07701	PF14689 PF17203 PF00989 PF02518	
P68646	None	GO:0051539 GO:0005506	GO:0055114	K03855	None	
Q2M7R5	None	None	GO:1901422	None	None	
P69913	GO:0005829	GO:0048027	GO:0017148 GO:0045719 GO:0045947 GO:0006402 GO:0048255 GO:0031438 GO:0045948	K03563	PF02599	
P75749	GO:0030288	None	GO:0071555 GO:0061077 GO:0006457 GO:0043711	None	PF00345 PF02753	
P23882	GO:0005829	GO:0004479	GO:0019988 GO:0071951	K00604	PF02911 PF00551	
P0A6Z6	GO:0032993	GO:0016151 GO:0042802 GO:0043565 GO:0000976 GO:0000985 GO:0001217 GO:0003677	GO:2000143 GO:0010045 GO:0051289 GO:0006355	K07722	PF01402 PF08753	
Q46907	GO:0005886	GO:0003995 GO:0050660 GO:0009055	None	None	PF01012 PF00766	
Q46908	None	GO:0009055	None	None	PF01012	
P69910	GO:0016020 GO:0005829 GO:0005623	GO:0030170 GO:0004351	GO:0006538 GO:0051454	K01580	PF00282	
P0AAN5	None	None	None	None	PF16362	
P37631	GO:0005829	None	None	None	None	
P76114	None	GO:0003677 GO:0003700	GO:0045892	K13654	PF07729 PF00392	
P76194	GO:0005737	GO:0097163 GO:0008047	GO:0006979 GO:0043085 GO:0016226 GO:0031162	K02426	PF02657	
P77444	GO:0005737	GO:0031071 GO:0030170 GO:0009000	GO:0031162 GO:0016226 GO:0001887 GO:0006790 GO:0006534	K11717	PF00266	
P0ACX9	None	None	None	None	PF10636	
P13033	GO:0009331 GO:0005886 GO:0005829	GO:0004368 GO:0010181 GO:0052591	GO:0009061 GO:0046168 GO:0019563	K00112	PF00890	
P77806	GO:0005737	GO:0010326 GO:0030170 GO:0016212	GO:0009058	K14287	PF00155	
P09377	GO:0005737	GO:0043565 GO:0003700	GO:0006355 GO:0045893 GO:0019299	K02855	PF02311 PF12833	
P17410	None	GO:0001047 GO:0003700 GO:0043565	GO:0045892	K03490	PF12833 PF07883	
P02931	GO:0016021 GO:0034702 GO:0046930 GO:0009279	GO:0001530 GO:0005216 GO:0015075 GO:0015288 GO:0042802 GO:0042910 GO:0042912 GO:0047485 GO:0097718 GO:0008289	GO:0034220 GO:0070207 GO:0006855	K09476	PF00267	
P0C0V0	GO:0030288 GO:0005886	GO:0008233 GO:0042802 GO:0004252 GO:0008236	GO:0006979 GO:0061077 GO:0009408 GO:0009266 GO:0006457 GO:0006515 GO:0006508	K04771	PF00595	
P76342	GO:0030288	GO:0043546 GO:0016675 GO:0046872 GO:0016672	GO:0006979 GO:0042128 GO:1901530 GO:0030091 GO:0055114	K07147	PF00174	
P0AA25	GO:0005623 GO:0005737 GO:0005829	GO:0015035 GO:0016671 GO:0047134	GO:0006662 GO:0045454 GO:0016032	K03671	PF00085	
P0ACJ0	GO:0005829 GO:0032993	GO:0042802 GO:0001217 GO:0001216 GO:0000976 GO:0043565	GO:0043200 GO:0006524 GO:0006355 GO:0043201 GO:0045892	K03719	PF01037	
P0AFW4	None	GO:0070063 GO:0003677	GO:0032784 GO:0006354	K06140	PF14760 PF01272	
P26266	GO:0016021 GO:0005886 GO:0005623	GO:0004713 GO:0015620	GO:0009103 GO:0015685	None	PF02706	
P76015	GO:0005829	GO:0004371 GO:0042802 GO:0047324	GO:0061610 GO:0042182 GO:0006974 GO:0046365 GO:0019563	K05878	PF02733	
P0A7X6	GO:0005840 GO:0005829	GO:0019843 GO:0043022	GO:0030490 GO:0000028	K02860	PF01782 PF05239	
P0C037	GO:0005829	GO:0016154 GO:0004731 GO:0009032 GO:0004850 GO:0047975	None	K09913	PF06865	
P77187	GO:0005829	GO:0004550 GO:0004775 GO:0048037	GO:0006104 GO:0006105 GO:0006099 GO:0009142	None	PF02629 PF00549	
P77297	None	None	None	None	PF11392	
P0AES4	GO:0016020 GO:0005737 GO:0009330 GO:0005829 GO:0005694	GO:0003918 GO:0005524 GO:0034335 GO:0003677 GO:0008094 GO:0042802	GO:0006265 GO:0006351 GO:0006261 GO:0042493 GO:0046677	K02469	PF00521 PF03989	
P03030	GO:0005737	GO:0043565 GO:0003700	GO:0010628 GO:0009089	None	PF00126 PF03466	
P23862	GO:1990077	GO:0003677	GO:0006270 GO:0006269 GO:0006261	K04067	PF07445	
Q7WRZ5	None	None	GO:0051301	None	PF16374	
P0ABG4	GO:0005886 GO:0005887 GO:0032153	GO:0015648 GO:0008955	GO:0071555 GO:0009252 GO:0015836 GO:0043093 GO:0051301 GO:0008360	K03588	PF01098	
P0AD68	GO:0031226 GO:0032153 GO:0005887	GO:0008658 GO:0008955 GO:0009002	GO:0042493 GO:0051301 GO:0009252 GO:0071555 GO:0000917 GO:0043093 GO:0008360	K03587	PF03717 PF00905	
P37194	GO:0009279 GO:0019867	GO:0042802	None	K07285	PF03843	
P0AEQ3	GO:0016020 GO:0030288	GO:0015276	GO:0006865	K10036	PF00497	
P28912	None	GO:0003677 GO:0004803	GO:0006313	None	PF01609 PF13808	
P33235	GO:0009424 GO:0005576	GO:0005198	GO:0071973 GO:0044780	K02396	PF06429 PF00460	
P75913	GO:0005829 GO:0005886	GO:0016618 GO:0030267 GO:0051287	None	K12972	PF02826	
P0A784	GO:0005829	GO:0003676 GO:0008310 GO:0000175 GO:0046872 GO:0034611	GO:0006401	K13288	PF00929	
P37019	GO:0005886 GO:0005887	GO:0031404 GO:0042802 GO:0043168 GO:0005247 GO:0015299	GO:0006821 GO:0015706	K03281	PF00654	
P0A7C2	GO:0005829 GO:0032993	GO:0003677 GO:0042802 GO:0004252 GO:0001217 GO:0000976	GO:0006281 GO:0006351 GO:0045892 GO:0006974 GO:0006260 GO:0009432	K01356	PF01726 PF00717	
P0AC92	GO:0005829	GO:0042802	None	None	PF08178	
P75862	GO:0005737 GO:0032153	GO:0042802	GO:0000917 GO:0036212 GO:0043093 GO:0051302	K18657	PF07126	
P66817	None	GO:0097367 GO:0042802	GO:0006260 GO:1901135 GO:0032298	K12961	PF13580	
P14294	None	GO:0000287 GO:0003917 GO:0003677	GO:0051304 GO:0006310 GO:0006265	K03169	PF01131 PF01751	
P50466	GO:0005887 GO:0005886	GO:0004888 GO:0042802	GO:0007165 GO:0052131 GO:0006935	K03776	PF00015 PF08447	
P15043	GO:0017117 GO:0043590 GO:0005737 GO:0030894 GO:0005694	GO:0016887 GO:0008270 GO:0046914 GO:0043138 GO:0008094 GO:0003678 GO:0009378 GO:0005524 GO:0003677 GO:0017116	GO:0006281 GO:0006310 GO:0009432 GO:0032508 GO:0006260 GO:0006974	K03654	PF09382 PF16124 PF00271 PF00270 PF00570	
P50456	GO:0005737	GO:0046872 GO:0042802 GO:0003677	GO:0005975 GO:0006351	K15545	PF00480	
P11446	GO:0005737	GO:0003942 GO:0046983 GO:0051287	GO:0006526	K00145	PF02774 PF01118	
P0A6K3	GO:0005829	GO:0016787 GO:0008198 GO:0042586 GO:0008270 GO:0043022	GO:0031365 GO:0006412 GO:0043686	K01462	PF01327	
Q46953	None	None	None	K18837	PF06755	
P22524	GO:0005737 GO:0009295	None	GO:0006260 GO:0051301 GO:0030261 GO:0007059 GO:0007049	K03804	PF04288	
P0ACJ8	GO:0005829 GO:0032993	GO:0030552 GO:0043565 GO:0003700 GO:0042802	GO:0006351 GO:0045893 GO:0045013 GO:0045892	K10914	PF00027 PF13545	
P05052	None	GO:0003700 GO:0043565	GO:0016036 GO:0010165 GO:0045893	K07780	PF12833	
P15770	GO:0005829	GO:0000166 GO:0050661 GO:0004764	GO:0009073 GO:0019632 GO:0009423 GO:0033587	K00014	PF08501 PF01488 PF18317	
P31550	GO:0030288	GO:0030976 GO:0030975	GO:0015888 GO:0055085	K02064	None	
P25534	GO:0005737	GO:0016709 GO:0008681 GO:0071949 GO:0016491	GO:0006744 GO:0009416 GO:0006979	K03185	PF01494	
P64439	GO:0016021 GO:0005886	None	None	None	PF11045	
P0A9W9	GO:0005829	GO:0042802 GO:0008270	GO:0070207	None	PF00132	
P77432	GO:0005737	GO:0016773 GO:0071518	GO:0044010 GO:0009372 GO:0005975	K11216	PF02782 PF00370	
P18811	GO:0032993	GO:0003700 GO:0000976 GO:0001217	GO:0045892 GO:0006355	K16136	PF00356 PF00532	
P62395	GO:0042597 GO:0005829	GO:0045182	GO:0006417	K13301	PF06558	
P05020	GO:0005829 GO:0005737	GO:0008270 GO:0004151	GO:0006207 GO:0044205 GO:0006221	K01465	PF01979	
P0AB28	GO:0005829	None	GO:0042254	K07040	PF02620	
P39452	GO:0005971 GO:0005737	GO:0005524 GO:0004748	GO:0015949 GO:0009263 GO:0006260	K00525	PF08343 PF00317 PF02867	
P08956	GO:0005829	GO:0009035 GO:0005524 GO:0003677 GO:0004386	GO:0009307	K01153	PF08463 PF00271 PF04313 PF04851	
P19705	None	GO:0003677	GO:0009307	None	PF01420	
P0AAZ4	GO:0030894	GO:0008047 GO:0017116 GO:0005524 GO:0003677	GO:0006261 GO:0006310 GO:0006282	K07478	PF12002 PF16193 PF00004	
P77608	GO:0005737	GO:0030145 GO:0042802 GO:0008684	GO:0019380 GO:0019439	K02554	PF01557	
P0AEF0	GO:1990077	GO:0005524	GO:0006271 GO:0006269 GO:0006260	K02315	PF01695	
Q46867	GO:0005886 GO:0016021	None	None	None	PF10840	
P0AE01	GO:0005829	GO:0003723 GO:0052665 GO:0052666	GO:0002128	K15396	PF00588	
P76513	None	None	None	None	PF10065	
P32170	GO:0005737 GO:0032991	GO:0008270 GO:0030145 GO:0008740 GO:0033296 GO:0042802	GO:0019301 GO:0019324 GO:0051289	K01813	PF06134	
P76486	None	None	None	None	None	
P0ABR9	None	GO:0008198 GO:0047070	GO:0019622 GO:0046271 GO:0019380	K05713	PF02900	
P0A7V3	GO:0022627 GO:0005829	GO:0003729 GO:0019843 GO:0003735	GO:0000028 GO:0006412	K02982	PF07650 PF00189	
P0ADN6	GO:0005886	None	None	None	PF13627	
P61316	GO:0030288	None	GO:0072323 GO:0044874 GO:0042953	K03634	PF03548	
P52052	GO:0005829	GO:0005524	None	K02669	PF00437	
P0AG86	GO:0005829	GO:0051082	GO:0006605 GO:0051262 GO:0043952 GO:0006457 GO:0072321 GO:0008104 GO:0015031	K03071	PF02556	
P08178	GO:0005829	GO:0004637 GO:0004641 GO:0005524	GO:0006189 GO:0006164	K01933	PF02769 PF00586	
A0A1V3CQ74	None	GO:0008080	None	None	PF13508	
J7QA90	None	None	GO:0006355	None	PF08681	
P0AEW4	None	GO:0004115 GO:0000166 GO:0008198	GO:0042545	K03651	PF00149	
P31443	None	GO:0003824	None	K06871	None	
P76082	None	GO:0004300 GO:0042802 GO:0016853	GO:0010124 GO:0006635	K01692	PF00378	
P08189	GO:0009289	None	GO:0043709 GO:0007155 GO:0043711	K07348	PF00419	
P30130	GO:0016021 GO:0009279	GO:0015473	GO:0009297	K07347	PF13954 PF00577 PF13953	
P0A953	GO:0005829	GO:0004315	GO:0008610 GO:0006633	K00647	PF02801 PF00109	
P06971	GO:0016021 GO:0009279	GO:0038023 GO:0005506 GO:0019904 GO:0015344 GO:0048037 GO:0046790 GO:0015643	GO:0055072	K02014	PF07715 PF00593	
P0A855	GO:0032153 GO:0032991 GO:0042597 GO:0030288	GO:0044877 GO:0019904	GO:0015031 GO:0071237 GO:0007049 GO:0043213 GO:0051301 GO:0017038	K03641	PF07676 PF04052	
P00960	GO:0005829	GO:0004820 GO:0005524	GO:0006426	K01878	PF02091	
P06968	GO:0032991 GO:0005829	GO:0000287 GO:0004170	GO:0046081 GO:0070207 GO:0006226	K01520	PF00692	
P77396	None	GO:0043565 GO:0003700	None	None	PF12833	
A8DS27	None	GO:0008800	GO:0030655 GO:0046677	None	None	
P12996	None	GO:0051537 GO:0051539 GO:0004076 GO:0005506	GO:0009102	K01012	PF04055 PF06968	
P0A9R4	GO:0005829	GO:0009055 GO:0046872 GO:0051537	GO:0016226	K04755	PF00111	
P0A8C4	GO:0005829	None	None	K09895	PF03695	
P0AC65	GO:0005623	GO:0009055 GO:0015035	GO:0045454 GO:0051353	K06191	PF00462	
P37146	GO:0005737 GO:0005971	GO:0005506 GO:0030145 GO:0004748	GO:0006260 GO:0009263	K00526	PF00268	
P0A6P5	GO:0005829	GO:0032794 GO:0043023 GO:0005525 GO:0003924 GO:0043022 GO:0097216	GO:0000027	K03977	PF01926 PF14714	
P0AFI5	GO:0042597	GO:0004175 GO:0009002	GO:0008360 GO:0071555 GO:0009252 GO:0042493 GO:0000270 GO:0043093	K07262	PF00768	
P0AAC0	GO:0005737	None	GO:0044010 GO:0034644 GO:0070301 GO:0071973	K14055	PF00582	
P0A6T9	GO:0005960 GO:0005737 GO:0005829	GO:0031405	GO:0019464	K02437	PF01597	
P32099	GO:0005829 GO:0005739	GO:0016979 GO:0017118 GO:0005524	GO:0009249	K03800	PF10437 PF03099	
P32138	None	GO:0030246 GO:1990929 GO:0004553	GO:0005975 GO:0061720	K15922	PF01055	
P0AC47	GO:0045284 GO:0016020 GO:0005829	GO:0008177 GO:0000104 GO:0051538 GO:0009055 GO:0046872 GO:0051539 GO:0051537 GO:0051536	GO:0006113 GO:0006099 GO:0071973 GO:0009061 GO:0044780	K00245	PF13183 PF13085	
P77748	None	GO:0050660 GO:0071949 GO:0046872 GO:0051539 GO:0008720 GO:0004458	GO:1903457	None	PF02913 PF01565 PF13183	
P0A881	GO:0005737	GO:0043565 GO:0003677 GO:0003700	GO:0045892 GO:0006355	K03720	PF01371	
P76500	GO:0009289	None	GO:0007155	None	PF00419	
P0AC55	GO:0005829	GO:0005524 GO:0030234 GO:0042802	GO:0045848 GO:0006808	K04752	PF00543	
P14900	GO:0005737	GO:0008764 GO:0042802 GO:0005524	GO:0009252 GO:0051301 GO:0007049 GO:0008360 GO:0071555	K01925	PF08245 PF02875	
P0AED0	GO:0005737 GO:0016020	GO:0042802	None	K06149	PF00582	
P24203	GO:0005829	GO:0042802 GO:0046914 GO:0005525 GO:0003924	GO:0006974	None	PF07683 PF02492	
P06864	GO:0009341	GO:0030246 GO:0004565	GO:0005990	K12111	PF16353 PF02929 PF02836 PF02837 PF00703	
P32053	None	GO:0003677 GO:0008979	GO:0046718 GO:0032359 GO:0044826	None	PF13356 PF00589	
P67660	None	GO:0044212 GO:0001216	GO:2000144 GO:0006355 GO:0006351	None	PF00126 PF03466	
P10384	GO:0009279 GO:0016021 GO:0031230	GO:0022834 GO:0015483	None	K06076	PF03349	
P06710	GO:0043846 GO:0009360	GO:0005524 GO:0016887 GO:0003887 GO:0042802 GO:0017111 GO:0003677 GO:0030337	GO:0006261 GO:0006260	K02343	PF12169 PF12168 PF12170	
P02924	GO:0030288	GO:0030246 GO:0015407 GO:0048029	GO:0042882	K10537	PF00532	
P39172	GO:0042597	GO:0008270	GO:0006829 GO:0007155	K09815	PF01297	
P76484	None	None	None	None	None	
P07649	None	GO:0009982 GO:0000049 GO:0106029	GO:0031119	K06173	PF01416	
P24200	None	GO:0008327 GO:0004519	GO:0009307	K07451	PF01844	
P63228	GO:0005829	GO:0034200 GO:0000287 GO:0008270	GO:0009244 GO:0097171	K03273	None	
P11989	None	GO:0003723	GO:0045893	K03488	PF03123 PF00874	
P41052	GO:0030288 GO:0009279 GO:0036405	GO:0008932 GO:0005509 GO:0016829 GO:0008933 GO:0031402	GO:0071555 GO:0009253	K08305	PF13406	
P20605	None	GO:0005524 GO:0016779	GO:0051302	K04095	PF02661	
P51020	None	GO:0008701 GO:0030145	GO:0019380	K01666	PF07836 PF00682	
P21599	GO:0005737 GO:0005829	GO:0016301 GO:0004743 GO:0042802 GO:0005524 GO:0000287 GO:0030955	GO:0006096 GO:0051289	K00873	PF02887 PF00224	
P11458	GO:0005829	GO:0008987 GO:0046872 GO:0051539	GO:0034628	K03517	PF02445	
P00509	GO:0005829 GO:0005737	GO:0004069 GO:0042802 GO:0008483 GO:0004838 GO:0030170	GO:0009094 GO:0033585	K00813	PF00155	
P0A915	GO:0016021 GO:0009279	None	GO:0055085	K07275	PF03922	
P0ABH0	GO:0005829 GO:0009898 GO:0032153	GO:0042802 GO:0005524	GO:0043093 GO:0051301	K03590	PF02491	
P29131	GO:0032153 GO:0005886 GO:0005887 GO:0030428	GO:0042834	GO:0043093 GO:0051301 GO:0000917 GO:0032506	K03591	PF05036	
P0A6F3	GO:0005829	GO:0004370 GO:0042802 GO:0046872 GO:0005524 GO:0008270	GO:0016310 GO:0006071 GO:0006974 GO:0019563 GO:0006072	K00864	PF00370 PF02782	
P69783	GO:0005829 GO:0016020 GO:0031234	GO:0016301 GO:0046872	GO:0009401 GO:0045912	K02777	PF00358	
P08506	GO:0030288 GO:0005887 GO:0005886	GO:0008658 GO:0009002 GO:0004180 GO:0004175	GO:0071555 GO:0009252 GO:0008360 GO:0042493	K07258	PF00768 PF07943	
P80645	None	GO:0008726 GO:0042802	GO:0046306 GO:0009408	K04091	PF00296	
P16433	None	GO:0008137 GO:0046872 GO:0048038 GO:0051539	None	K15832	PF01058	
P75973	GO:0005829	None	None	None	None	
P00646	GO:0005727	GO:0004519 GO:0044325 GO:0043022 GO:0003723	GO:0042742 GO:0019835 GO:0009405 GO:0032413	None	PF03515 PF11570 PF09000	
P0A9F9	GO:0005737	GO:0003700 GO:0016597 GO:0044212 GO:0003677	GO:0009086 GO:0006355	K03576	PF03466 PF00126	
P76129	None	GO:0019826 GO:0071111 GO:0000287 GO:0020037	GO:0070482	K13243	PF00563 PF00990 PF13426	
P08622	GO:0016020 GO:0005829 GO:0032991 GO:0005737	GO:0016989 GO:0003756 GO:0015035 GO:0051087 GO:0051082 GO:0008270 GO:0005524 GO:0031072	GO:0065003 GO:0006457 GO:0042026 GO:0006260 GO:0009408 GO:0016032 GO:0051085	K03686	PF01556 PF00684 PF00226	
P0A7D1	GO:0005737	GO:0004045	GO:0006412 GO:0006515	K01056	PF01195	
P52102	GO:0005737	GO:0046872 GO:0051539	GO:0055114	None	PF00037	
Q03708	None	GO:0015643	GO:0030153	None	PF01320	
P02930	GO:1990196 GO:1990281 GO:0045203 GO:0016021 GO:0030288 GO:0009279	GO:0042910 GO:0047485 GO:0015562 GO:0005216 GO:0015125 GO:0042802 GO:0015288	GO:0014070 GO:0009636 GO:0042493 GO:0015721 GO:1990961 GO:0034220 GO:0042930 GO:0046677	K12340	PF02321	
P76346	GO:0005829	GO:0008237 GO:0008134 GO:0004177	GO:0051090 GO:0043433	K09933	PF06167	
P77692	None	None	GO:0030308	K18837	PF06755	
P10902	GO:0005829	GO:0050660 GO:0044318 GO:0008734	GO:0034628	K00278	PF02910 PF00890	
P30131	None	GO:0003725 GO:0008270 GO:0016874 GO:0016743	GO:0046944 GO:0051604	K04656	PF00708 PF07503 PF17788 PF01300	
P0AFD1	GO:0045272 GO:0030964 GO:0005886	GO:0046872 GO:0016491 GO:0051537 GO:0048038	GO:0022904	K00334	None	
P77580	None	GO:0008774 GO:0051287	GO:0019380	K04073	PF01118 PF09290	
P0A9N4	GO:0005829	GO:0046872 GO:0051539 GO:0043365 GO:0016491	GO:0018307 GO:0006006 GO:0006974	K04069	PF04055	
P06715	GO:0005829 GO:0005623 GO:0016020	GO:0009055 GO:0050660 GO:0004362 GO:0050661 GO:0071949	GO:0006749 GO:0034599 GO:0045454	K00383	PF02852 PF07992	
P36680	GO:0032153 GO:0005829	GO:0042802	GO:0000917 GO:0043093	K18778	PF07072	
P06609	GO:0016020 GO:0005887 GO:0043190 GO:0005886	GO:0015420 GO:0042802 GO:0022857	GO:0015889	K06073	PF01032	
P06611	GO:0043190 GO:0019898	GO:0015420 GO:0005524 GO:0016887 GO:0042626	GO:0015889	K06074	PF00005	
P77165	GO:0042597	GO:0047770 GO:0016903 GO:0009055 GO:0046872 GO:0051537	None	K13483	PF00111 PF01799	
P77489	GO:0042597	GO:0047770 GO:0016903 GO:0030151	GO:0006974	K11177	PF01315 PF02738	
P0A8A0	GO:0005829	GO:0003677	GO:0006355 GO:0010212	None	PF01709	
P33358	None	GO:0003700 GO:0003677	None	K21089	PF13411	
P06616	GO:0005737 GO:0031234 GO:0005829 GO:0005886	GO:0070181 GO:0003924 GO:0097216 GO:0003723 GO:0005525 GO:0043024 GO:0019843	GO:0006468 GO:0042274 GO:0046777 GO:0000028	K03595	PF07650 PF01926	
P04391	GO:0005737	GO:0046872 GO:0016597 GO:0004585	GO:0042450 GO:0019240	K00611	PF02729 PF00185	
P0A9W0	GO:0005737	GO:0003700 GO:0031418 GO:0003677	GO:0006351 GO:0045892	K03477	PF00455 PF08220	
P76594	None	GO:0061733 GO:0046872 GO:0042802 GO:0048037 GO:0005524 GO:0052858	GO:0018393 GO:0032462 GO:0009408 GO:0006979 GO:0051289	K09181	PF13607 PF13380 PF00583	
P76464	None	GO:0004866	None	None	PF01835 PF07703 PF00207	
P0C079	GO:0032993	GO:0000986 GO:0000976 GO:0001217	GO:0006351	K18918	PF04221	
P00956	GO:0005829	GO:0000049 GO:0004822 GO:0002161 GO:0005524 GO:0008270	GO:0046677 GO:0006428	K01870	PF00133 PF08264 PF06827	
P19930	None	GO:0008047 GO:0004175 GO:0046872 GO:0004190	GO:0006464 GO:0016485	K03605	PF01750	
P21165	GO:0005829	GO:0016805 GO:0102009 GO:0070573 GO:0016795 GO:0030145	GO:0043171	K01271	PF00557	
P09372	GO:0005737 GO:0005829 GO:0032991	GO:0019904 GO:0051082 GO:0000774 GO:0051087 GO:0042803	GO:0065003 GO:0006457 GO:0009408	K03687	PF01025	
P0AAY6	None	None	GO:0010212 GO:0030308 GO:0009297 GO:1902209 GO:1900232 GO:1902201	None	PF10722	
P07117	GO:0005887 GO:0005886	GO:0005298 GO:0031402	GO:0015912 GO:0035524 GO:0015824	K11928	PF00474	
P76143	GO:0005737	GO:0016747 GO:0004332	None	K08321	PF01791	
P23522	GO:0005737	GO:0000287 GO:0016830 GO:0016832 GO:0008672	GO:0046392 GO:0042838 GO:0019394	K01630	PF03328	
P63235	GO:0005623 GO:0016021 GO:0005886	GO:0015297	GO:0006865 GO:0051454	K20265	PF13520	
P23930	GO:0030288 GO:0005887 GO:0005886	GO:0016410	GO:0042158	K03820	PF00795	
P77551	None	GO:0008233	GO:0019835 GO:0042742 GO:0019076	K14744	PF03245	
P39325	GO:0030288	GO:0005534	GO:0015757	K23508	PF13407	
P0A7E1	GO:0005886 GO:0005829 GO:0016020	GO:0010181 GO:0004152	GO:0044205 GO:0009220 GO:0006207	K00254	PF01180	
P0ABZ1	GO:0009425 GO:0005886	GO:0042802 GO:0003774	GO:0071973 GO:0044780 GO:0006935	K02410	PF14842 PF01706 PF14841	
P36673	None	GO:0003700 GO:0000976	GO:0005991 GO:0006355 GO:0045892	K03485	PF00356	
P45395	None	GO:0019146 GO:0046872 GO:0097367	GO:0019294	K06041	PF00571 PF01380	
P18133	GO:0005829	GO:0004516 GO:0004514 GO:0016879	GO:0034355 GO:0009435 GO:0009408	K00763	PF17767 PF04095	
P45956	None	GO:0004519 GO:0003677	GO:0043571 GO:0051607	K09951	PF09707	
P0A9F1	GO:0005737	GO:0000976 GO:0046914 GO:0046983 GO:0003700 GO:0001217	GO:2000144 GO:0045892	K11924	PF02742 PF01325	
P37627	None	None	None	None	PF13258	
P08373	GO:0005737 GO:0005829	GO:0071949 GO:0008762 GO:0050660	GO:0007049 GO:0009252 GO:0008360 GO:0071555 GO:0051301	K00075	PF01565 PF02873	
P37690	GO:0032153 GO:0030288 GO:0042597 GO:0005886	GO:0016787 GO:0004222	GO:0042493 GO:0009273 GO:0000920 GO:0009314 GO:0007049 GO:0051345	K22719	PF01551	
P76540	GO:0031471	GO:0005198	GO:0010165 GO:0046336	K04025	PF16365 PF00936	
P17802	None	GO:0051539 GO:0034039 GO:0000701 GO:0046872 GO:0032357 GO:0035485	GO:0006284 GO:0006298 GO:0006281	K03575	PF14815 PF00730 PF10576 PF00633	
P17315	GO:0005623 GO:0009279 GO:0016021 GO:0031230	GO:0015344 GO:0015343 GO:0042931 GO:0042912	GO:0015685 GO:0042930 GO:0033214 GO:0044718	K16089	PF00593 PF07715	
P19934	GO:0016021 GO:0005886 GO:0032153 GO:0005887	GO:0019904 GO:0019534 GO:0097718 GO:0046790	GO:0051301 GO:0043213 GO:0046718 GO:0071237 GO:0007049 GO:0017038 GO:0015031	K03646	PF06519	
P0AED7	GO:0005829 GO:0032153	GO:0042802 GO:0050897 GO:0008237 GO:0008270 GO:0009014	GO:0019877 GO:0009089	K01439	PF07687 PF01546	
P75691	None	GO:0008270 GO:0016616 GO:0008106	None	K13979	PF08240 PF00107	
