O14543	GO:0005829 GO:0005942	GO:0046935 GO:0001784 GO:0004860	GO:0060670 GO:1990830 GO:0035556 GO:0043066 GO:0050728 GO:0046627 GO:0046426 GO:0042532 GO:0046854 GO:0060674 GO:0045597 GO:0016567 GO:0007259 GO:0040008 GO:0060708 GO:0060707	hsa:9021	PF00017	
H3BQD8	GO:0016020	None	GO:0007165	None	PF15234	
Q96IA3	GO:0005737 GO:0005829 GO:0071797	GO:0008234 GO:0004843	GO:0045087 GO:0050728 GO:0032088 GO:0070431 GO:1990108 GO:0016567 GO:0060828 GO:0010803 GO:0002040 GO:0016055	hsa:90268	PF16218	
Q5T654	GO:1990393 GO:0005680 GO:0005813 GO:0031467 GO:0031461 GO:0005737 GO:0005829 GO:0005794 GO:0048471	GO:0031625	GO:0001837 GO:0007030 GO:0000226 GO:0000281 GO:0001890 GO:0050775 GO:0016567 GO:0006508 GO:0007088 GO:0006511 GO:0001570	hsa:9820	PF03256 PF11515 PF00888	
Q6NWN6	GO:0031012 GO:0005576 GO:0005615	GO:0005509 GO:0005518 GO:0004175 GO:0004222 GO:0004252 GO:0008270	GO:0030282 GO:0060349 GO:0044267 GO:0030574 GO:0001958 GO:0022617 GO:0030198 GO:0003417 GO:0006508 GO:1904645	hsa:4322	PF00045 PF00413 PF01471	
Q96NE6	GO:0005879 GO:0097542 GO:0005929 GO:0030992	GO:0120170	GO:0042073	hsa:150737	None	
Q9UDK0	GO:0030864 GO:0005737 GO:0005829 GO:0005739 GO:0005634 GO:0005886 GO:0030427 GO:0005667	GO:0051015 GO:0019901 GO:0061629 GO:0017124	GO:0030041 GO:0071345 GO:0030218 GO:0035556 GO:2000107 GO:0000122 GO:2000251 GO:0008284 GO:0051091 GO:0030854 GO:0045651 GO:0033138 GO:0050731 GO:0014068 GO:0042307 GO:0051897 GO:0045944 GO:0042531 GO:0030833 GO:0006355 GO:0009725	hsa:3059	PF02218 PF00018	
Q7Z5N2	GO:0070062 GO:0005887 GO:0005886	None	None	hsa:3732	PF00335	
A0A0H3JK76	GO:0005737	GO:0003677	GO:0000160 GO:0006355	ecs:ECs5067	PF00072 PF00486	
Q13761	GO:0000785 GO:0016513 GO:0005737 GO:0005829 GO:0043231 GO:0005730 GO:0005654 GO:0005634	GO:0005524 GO:0003700 GO:0000981 GO:0000978 GO:0000977 GO:1990837 GO:0001222	GO:0002062 GO:0030097 GO:0043371 GO:0045786 GO:0050680 GO:0000122 GO:0030182 GO:0001503 GO:0048935 GO:0043378 GO:0045893 GO:0006468 GO:0045595 GO:0006357 GO:0006355 GO:0071559	hsa:864	PF00853 PF08504	
Q9UPG5	GO:0043203 GO:0005814 GO:0005813 GO:0032133 GO:0005929 GO:0005829 GO:0042585 GO:0072687 GO:0005874 GO:0015630 GO:0030496 GO:0097431 GO:0005654 GO:0005634 GO:0048471 GO:0045120 GO:0005819 GO:0051233 GO:0031616	GO:0005524 GO:0035174 GO:0046982 GO:0004672 GO:0019901 GO:0106310 GO:0004674 GO:0004712 GO:0031625	GO:0009948 GO:0051301 GO:0051642 GO:0000086 GO:0097421 GO:0000278 GO:0007100 GO:0007052 GO:0043066 GO:0010629 GO:0032091 GO:1990138 GO:0018105 GO:0090141 GO:0045840 GO:1900195 GO:0032436 GO:0046777 GO:0071539 GO:0006468 GO:0046605 GO:0032465 GO:0010389 GO:0031647 GO:1901796 GO:0009611 GO:0007057 GO:0007051	hsa:6790	PF00069	
Q9UBV8	GO:0030127 GO:0031463 GO:0005737 GO:0005783 GO:0070062	GO:0005509 GO:0048306 GO:0042802 GO:0046983 GO:0046982 GO:0003723 GO:1990756	GO:0048208 GO:0006888 GO:0014032 GO:0014029 GO:1902527 GO:0051592	hsa:553115	PF13405 PF13499	
Q9BV51	GO:0001669 GO:0005829 GO:0016020 GO:0043020 GO:0032010	GO:0009055 GO:0008022 GO:0031267 GO:0016175 GO:0016176	GO:0006968 GO:0045087 GO:0006909 GO:0045730 GO:0042554 GO:0006801	hsa:4688	PF00564 PF00018 PF13181	
Q9BRV9	GO:0005813 GO:0005829 GO:0070062 GO:0005654 GO:0005634 GO:0005844 GO:0000502 GO:0005839 GO:0019773	GO:0001530 GO:0003723	GO:0002376 GO:0002862 GO:0010498 GO:0006511	hsa:5682	PF00227 PF10584	
Q8TAC2	GO:0005829	GO:0004843	GO:0016579	hsa:126119	PF02099	
Q6FHY1	GO:0035631 GO:0005813 GO:0009898 GO:0005829	GO:0042802 GO:0031996 GO:0005164 GO:0031625 GO:0008270	GO:0006915 GO:0097400 GO:0048255 GO:0008284 GO:0051091 GO:0043123 GO:0046330 GO:0051092 GO:0070534 GO:0042981 GO:0043122 GO:0007165 GO:0023019 GO:0033209	hsa:7188	PF00097 PF02176	
Q99759	GO:0005737 GO:0005829	GO:0005524 GO:0004709 GO:0046872 GO:0004672 GO:0106310 GO:0004674 GO:0004712	GO:0001568 GO:0035556 GO:0000165 GO:2000773 GO:0090050 GO:0071864 GO:0043123 GO:1900745 GO:0046777	hsa:4215	PF00564 PF00069	
Q96J47	GO:0009986 GO:0062023 GO:0005737 GO:0070062 GO:0005576 GO:0005615 GO:0101003 GO:0001772 GO:0016020 GO:0005743 GO:0005634 GO:0005886 GO:0030667 GO:0005681	GO:0030246 GO:0042056 GO:0019863 GO:0043236 GO:0070492 GO:0019903 GO:0004864 GO:0003723	GO:0061844 GO:0048245 GO:0030855 GO:0045087 GO:0031640 GO:0048246 GO:0002548 GO:0071674 GO:0006397 GO:0045806 GO:2001237 GO:2000521 GO:1903614 GO:2001189 GO:0050860 GO:0030593 GO:0050918 GO:0090280 GO:0071677 GO:1903078 GO:0031334 GO:1902041 GO:0070232 GO:0042129 GO:0008380	hsa:3958	PF00337	
Q8WUM6	GO:0009986 GO:0032154 GO:0005737 GO:0043197 GO:0010008 GO:0009897 GO:0070062 GO:0030175 GO:0005925 GO:0097386 GO:0098978 GO:0099699 GO:0034665 GO:0034680 GO:0034681 GO:0034666 GO:0034667 GO:0034668 GO:0034674 GO:0034677 GO:0034678 GO:0014704 GO:0030027 GO:0042470 GO:0016020 GO:0045121 GO:0035748 GO:0031594 GO:0048471 GO:0005886 GO:0043235 GO:0055037 GO:0001726 GO:0032587 GO:0042383 GO:0098685	GO:0003779 GO:0045296 GO:0050839 GO:0098639 GO:0015026 GO:0001968 GO:0005178 GO:0043236 GO:0046872 GO:0002020 GO:0046982 GO:1990782 GO:0044877 GO:0001618	GO:0048675 GO:0030183 GO:0071711 GO:0007161 GO:0055007 GO:0023035 GO:0007155 GO:0033627 GO:0001708 GO:0016477 GO:0002042 GO:0030030 GO:0033631 GO:0007160 GO:0031589 GO:0006968 GO:0071404 GO:0048813 GO:0000132 GO:0021943 GO:0000082 GO:0008354 GO:0034113 GO:0007156 GO:0001701 GO:0007229 GO:0030032 GO:0007159 GO:0050901 GO:0035633 GO:0048333 GO:0045445 GO:0007520 GO:2000811 GO:0045596 GO:0035024 GO:0006909 GO:0045766 GO:0043065 GO:0030335 GO:0008284 GO:0010763 GO:0051951 GO:0043547 GO:0051897 GO:1903078 GO:2000273 GO:0090303 GO:0150103 GO:0031623 GO:0051726 GO:0010710 GO:1901979 GO:0150003 GO:0045214 GO:0008542	hsa:3688	PF07974 PF18372 PF08725 PF07965 PF00362 PF17205	
Q9BTD9	GO:0005813 GO:0005829 GO:0005794 GO:0031594 GO:0005886 GO:0099634	GO:0033130 GO:0035255 GO:0046872 GO:0043495	GO:0007268 GO:1903540 GO:1900075 GO:0043525 GO:1901626 GO:0007271	hsa:5913	PF10579 PF17874 PF13639	
Q9UQH6	GO:0002080 GO:0016324 GO:0016323 GO:0005901 GO:0002095 GO:0005938 GO:0005929 GO:0031410 GO:0031901 GO:0030666 GO:0005783 GO:0005789 GO:0005768 GO:0005925 GO:0005794 GO:0000139 GO:0005887 GO:0005811 GO:0016020 GO:0045121 GO:0048471 GO:0005886 GO:0032991	GO:0051117 GO:0015485 GO:0019899 GO:0042802 GO:0070320 GO:0060090 GO:0050998 GO:0005113 GO:0016504 GO:0046982 GO:0019901 GO:0044877 GO:0030674 GO:0005102 GO:0031267 GO:0044325	GO:0001525 GO:0086098 GO:0097190 GO:0071711 GO:0055074 GO:0006816 GO:0070836 GO:0072584 GO:0030154 GO:0006874 GO:0071360 GO:0071455 GO:0071375 GO:0009267 GO:0071560 GO:0042632 GO:0030301 GO:0038016 GO:0007595 GO:0019915 GO:0032507 GO:0030879 GO:0060056 GO:0051899 GO:2000811 GO:0030514 GO:0090090 GO:0001960 GO:0001937 GO:0030857 GO:1903609 GO:0043407 GO:0043409 GO:0060546 GO:0045019 GO:0051001 GO:0033137 GO:1900085 GO:0048550 GO:1901380 GO:0032091 GO:0061099 GO:0031397 GO:0046426 GO:0000122 GO:0030512 GO:0042532 GO:0033484 GO:0010524 GO:0090263 GO:0043085 GO:0060355 GO:0030335 GO:0010875 GO:0120162 GO:1903071 GO:2001238 GO:1903598 GO:0010628 GO:2001244 GO:0051092 GO:0033138 GO:0032092 GO:0031398 GO:0034141 GO:0045907 GO:0010608 GO:0008104 GO:1903361 GO:0044860 GO:0015031 GO:0031623 GO:2000286 GO:0019065 GO:0030193 GO:0098909 GO:1901844 GO:0051480 GO:2000535 GO:0019217 GO:0086091 GO:0098903 GO:0052547 GO:1900027 GO:0006940 GO:0003057 GO:0098911 GO:0009617 GO:0051592 GO:0043627 GO:0001666 GO:0002931 GO:0032570 GO:0007519 GO:0031295 GO:0006641 GO:0001570 GO:0042310 GO:0016050	hsa:857	PF01146	
Q9UC20	GO:0005737 GO:0005829 GO:0005794 GO:0005741 GO:0005739 GO:0016607 GO:0005886 GO:0031143	GO:0005524 GO:0019899 GO:0042802 GO:0004709 GO:0046872 GO:0004672 GO:0106310 GO:0004674 GO:0004712	GO:0007190 GO:0006915 GO:0030154 GO:0071550 GO:0060324 GO:0035773 GO:0045104 GO:0000165 GO:0043066 GO:0008285 GO:0043154 GO:1902042 GO:0031333 GO:0048011 GO:0043410 GO:0033138 GO:0045944 GO:0006468 GO:0042981 GO:0045595 GO:2000145 GO:0035023 GO:0035994 GO:0007165 GO:0035019 GO:0048538 GO:0030878 GO:0042060	hsa:5894	PF00130 PF07714 PF02196	
Q96IP8	GO:0045177 GO:0005694 GO:0005737 GO:0005829 GO:0043231 GO:0016020 GO:0005730 GO:0005654 GO:0030688	GO:0003723 GO:0030515	GO:0008283 GO:0000462 GO:1904749 GO:0042254 GO:0006364 GO:0001829	hsa:705	PF05291	
Q0VG08	GO:0030127 GO:0005829 GO:0070971 GO:0005789 GO:0012507	GO:0000149 GO:0008270	GO:0035909 GO:0060088 GO:0021747 GO:0090110 GO:0060982 GO:0006888 GO:0006886 GO:0060463 GO:0001843 GO:0003151 GO:0061156 GO:1901301 GO:0090178	hsa:10427	PF00626 PF08033 PF04815 PF04811 PF04810	
Q9Y6F5	GO:0005813 GO:0005737 GO:0043231 GO:0030496 GO:0005654 GO:0005634 GO:0032991 GO:0005819 GO:0051233 GO:0000922	GO:0004721 GO:0106306 GO:0106307 GO:0008420 GO:0030957 GO:0001096	GO:0051301 GO:0070940 GO:0010458 GO:0061052 GO:0043923 GO:0006470 GO:0006368	hsa:9150	PF09309 PF03031	
Q9UCG4	GO:0072562 GO:0009986 GO:0062023 GO:0005737 GO:0031012 GO:0005576 GO:0005615 GO:0005796 GO:0005634 GO:0005886 GO:0031093 GO:0099126 GO:0070021	GO:0003823 GO:0005125 GO:0019899 GO:0008083 GO:0042802 GO:0034713 GO:0005114 GO:0034714	GO:0003180 GO:0006754 GO:0030509 GO:0016477 GO:0045216 GO:0071407 GO:0071560 GO:0002062 GO:0007182 GO:0002248 GO:1990402 GO:0007173 GO:0001837 GO:0085029 GO:0097191 GO:0007507 GO:0003179 GO:0002244 GO:0030214 GO:0006954 GO:0031663 GO:0048535 GO:0010742 GO:0000165 GO:0031293 GO:0070168 GO:0043537 GO:0045786 GO:0045596 GO:0030308 GO:0008285 GO:0022408 GO:0045918 GO:0050680 GO:0010716 GO:0045599 GO:0010629 GO:0060965 GO:1900126 GO:0010936 GO:0045662 GO:1902894 GO:1903799 GO:1903077 GO:0001933 GO:0048642 GO:0045892 GO:0001843 GO:0021915 GO:0043932 GO:0060389 GO:0006796 GO:0043536 GO:0030501 GO:0090263 GO:2000727 GO:0051781 GO:0030335 GO:0008284 GO:0032270 GO:0050921 GO:0032967 GO:0010718 GO:0070374 GO:1901203 GO:0010763 GO:0010628 GO:0032740 GO:0048298 GO:0043406 GO:0014008 GO:1901666 GO:0010862 GO:0033138 GO:0010800 GO:0050731 GO:0043552 GO:1902895 GO:1903800 GO:0035307 GO:0042307 GO:0051897 GO:1900182 GO:0001934 GO:0050714 GO:0031334 GO:1904894 GO:0060391 GO:0048661 GO:0032930 GO:0045944 GO:2000679 GO:0045893 GO:0010575 GO:0043117 GO:0006611 GO:0043491 GO:0006468 GO:0032801 GO:0051098 GO:0060312 GO:0030334 GO:0042127 GO:0051101 GO:0042306 GO:0060390 GO:0016202 GO:0017015 GO:0070723 GO:0032355 GO:0032570 GO:0009611 GO:0007435 GO:0007183 GO:0060395 GO:0007179 GO:1905313 GO:0001570 GO:0055010	hsa:7040	PF00019 PF00688	
Q6LD15	GO:0035868 GO:0035867 GO:0035866 GO:0009986 GO:0005829 GO:0009897 GO:0070062 GO:0031527 GO:0005925 GO:0005887 GO:0034683 GO:0034684 GO:0034685 GO:0034686 GO:0008305 GO:0031258 GO:0016020 GO:0031528 GO:0045335 GO:0005886 GO:0032587 GO:0035579	GO:0015026 GO:0050840 GO:1990430 GO:0001968 GO:0005178 GO:0046872 GO:0001846 GO:0002020 GO:0005080 GO:0050431 GO:0001618 GO:0005245	GO:0001525 GO:0038027 GO:0043277 GO:0070588 GO:0007155 GO:0033627 GO:0016477 GO:0007160 GO:0031589 GO:0035987 GO:0085017 GO:0070371 GO:0097192 GO:0034113 GO:0007229 GO:0050919 GO:2000536 GO:2001237 GO:0010888 GO:0032369 GO:0050748 GO:1905598 GO:0010745 GO:0045785 GO:0030335 GO:0008284 GO:0007204 GO:1902533 GO:0033690 GO:0051057 GO:0050764 GO:1901388 GO:0034446 GO:0071604 GO:0001570 GO:0046718	hsa:3685	PF01839 PF00357 PF08441	
Q9P152	GO:0072562 GO:0062023 GO:0005788 GO:0070062 GO:0031012 GO:0005576 GO:0005615 GO:0005794 GO:0031093 GO:0034774	GO:0004869 GO:0004866 GO:0019210	GO:0006953 GO:0030502 GO:0010951 GO:0046627 GO:0001503 GO:0006907 GO:0050766 GO:0030500 GO:0050727 GO:0001501	hsa:197	PF00031	
Q96TG0	GO:0005604 GO:0062023 GO:0005783 GO:0070062 GO:0005576 GO:0005610	GO:0005201 GO:0005178 GO:0005198	GO:0009887 GO:0007411 GO:0016477 GO:0098609 GO:0035987 GO:0008544 GO:0007229 GO:0001738 GO:0030155 GO:0030334 GO:0045995 GO:0009888	hsa:3909	PF00052 PF00053 PF00054 PF02210 PF06008 PF06009 PF00055	
Q5SXM3	GO:0001669 GO:0005912 GO:0016324 GO:0009986 GO:0005829 GO:0005789 GO:0005576 GO:0000139 GO:0016021 GO:0002193 GO:0005654 GO:0005634 GO:0005886 GO:0043235	GO:0005509 GO:0031490 GO:0019899 GO:0004857 GO:0042802 GO:0005112 GO:0003713 GO:0004888	GO:0031100 GO:0003180 GO:1902263 GO:0060842 GO:0048708 GO:0003162 GO:0003181 GO:0009912 GO:0007411 GO:0048754 GO:0003209 GO:0003207 GO:0060317 GO:0003214 GO:0060038 GO:0055008 GO:0003213 GO:0003219 GO:0060411 GO:0060948 GO:0003208 GO:0021515 GO:0001708 GO:0003273 GO:0071372 GO:0071228 GO:0035924 GO:0060271 GO:0072044 GO:0007386 GO:0060982 GO:0003182 GO:0003169 GO:0007368 GO:0072017 GO:0035116 GO:0060956 GO:0003203 GO:0003157 GO:0003160 GO:0007492 GO:0001837 GO:0003198 GO:0030900 GO:0007440 GO:0010467 GO:0072144 GO:0003241 GO:0031069 GO:0007507 GO:0001947 GO:0061384 GO:0048873 GO:0006959 GO:0006955 GO:0001701 GO:0002437 GO:0097400 GO:0030216 GO:0070986 GO:0001889 GO:0030324 GO:0014031 GO:0003192 GO:2000811 GO:0070168 GO:0030514 GO:0045955 GO:0090090 GO:0010614 GO:0043086 GO:0060354 GO:0090051 GO:0008285 GO:0003252 GO:2000048 GO:0010812 GO:0120163 GO:2001027 GO:0003332 GO:0010629 GO:0060253 GO:0045608 GO:0045662 GO:0010832 GO:0050768 GO:0048715 GO:0030279 GO:0045668 GO:0046533 GO:2000974 GO:2000737 GO:0000122 GO:0045892 GO:0021915 GO:0097150 GO:0061314 GO:0007219 GO:0003270 GO:0048709 GO:0003151 GO:0003344 GO:1903849 GO:1902339 GO:0048711 GO:0030513 GO:0062043 GO:0060045 GO:0030335 GO:0008284 GO:0045603 GO:0050679 GO:0070374 GO:0010628 GO:0045618 GO:0002052 GO:0045747 GO:0046579 GO:0046427 GO:0045944 GO:0061419 GO:0007221 GO:0045893 GO:0045070 GO:0060740 GO:0030163 GO:0006606 GO:0003184 GO:0060768 GO:1901201 GO:0014807 GO:0003256 GO:0006355 GO:0031960 GO:0032496 GO:0032495 GO:0060528 GO:0035914 GO:0048103 GO:0007283 GO:0002040 GO:0072538 GO:0042246 GO:0035148 GO:0060979 GO:0060843 GO:0060412 GO:0003222	hsa:4851	PF12796 PF00008 PF07645 PF12661 PF06816 PF07684 PF00066	
Q9Y6J0	GO:0016235 GO:0005829 GO:0005654 GO:0005634	GO:0004864	GO:0007166 GO:0006336	hsa:23523	PF09047	
Q9UKP5	GO:0031012 GO:0005576	GO:0046872 GO:0004222 GO:0008237	GO:0035904 GO:0003279 GO:0060976 GO:0030198 GO:0001822	hsa:11174	PF17771 PF19236 PF05986 PF01562 PF08686 PF01421 PF00090	
Q9UJY3	GO:0031901 GO:0010008 GO:0005794 GO:0005764 GO:0032991 GO:0055038 GO:0005802	GO:0035091 GO:0044877 GO:0031267 GO:0043130	GO:0032456 GO:0043001 GO:0006886 GO:1902430 GO:0045732 GO:0031648 GO:0034394 GO:0006622 GO:0031647	hsa:23163	PF02883 PF03127 PF18308 PF00790	
Q9BVE5	GO:0005737 GO:0005829 GO:0005615 GO:0016020 GO:0005654 GO:0005634	GO:0042802 GO:0003712	GO:0060333 GO:0002281 GO:0008285 GO:0045824 GO:0032687 GO:0032688 GO:1901223 GO:0050729 GO:0045089 GO:1901224 GO:1902524 GO:0007259 GO:0009615 GO:0034142 GO:0006366	hsa:9111	PF07334 PF07292	
Q9UD72	GO:0009986 GO:0009897 GO:0070062 GO:1903561 GO:0101003 GO:0005925 GO:0034687 GO:0034688 GO:0034689 GO:0008305 GO:0016020 GO:0005886 GO:0044853 GO:0043235 GO:0035579 GO:0070821	GO:0001540 GO:0050839 GO:0001851 GO:0031072 GO:0030369 GO:0005178 GO:0046872 GO:0019901	GO:0097242 GO:0006915 GO:0007155 GO:0033627 GO:0016477 GO:0098609 GO:0098742 GO:0007267 GO:0007160 GO:0071404 GO:0035987 GO:0034113 GO:0006954 GO:0007229 GO:0007159 GO:0001774 GO:0045963 GO:0030593 GO:1990266 GO:0006911 GO:1904996 GO:1901216 GO:0043315 GO:2000363 GO:0090314 GO:0032930 GO:0043113 GO:0031623 GO:0006898 GO:0008360 GO:0050730	hsa:3689	PF08725 PF07965 PF00362 PF17205	
Q9UCV9	GO:0030669 GO:0030139 GO:0005783 GO:0005768 GO:0005794 GO:0016021 GO:0005887 GO:0048471 GO:0005886	GO:0004930 GO:0042277 GO:0005000	GO:0007190 GO:0007188 GO:0007588 GO:0007186 GO:0007599 GO:0007249 GO:0008285 GO:0035814 GO:0035811 GO:0008284 GO:0010628 GO:0003084 GO:0045907 GO:0001992 GO:0034097 GO:0021537	hsa:554	PF00001	
Q9UMV0	GO:0031225 GO:0042995 GO:0009986 GO:0005788 GO:0005789 GO:0005576 GO:0019898 GO:0005925 GO:0016021 GO:0005887 GO:0005886 GO:0098637 GO:1905370 GO:0035579	GO:0019899 GO:0019904 GO:0038023 GO:0005102 GO:0030377	GO:0007596 GO:0006935 GO:0043066 GO:2001268 GO:2001243 GO:0043388 GO:0045742 GO:0034112 GO:0001934 GO:0090200 GO:0030155 GO:0030162 GO:0007165	hsa:5329	PF00021	
Q9Y2X3	GO:0031428 GO:0015030 GO:0005829 GO:0001650 GO:0016020 GO:0005730 GO:0005654 GO:0070761 GO:0032040 GO:0005732	GO:0051117 GO:0003723 GO:0030515 GO:0001094	GO:0006364 GO:0048254	hsa:51602	PF01798 PF08156	
P59510	GO:0031012 GO:0005615	GO:0004222 GO:0008270	GO:0030198 GO:0043066 GO:0045636 GO:0009967	hsa:80070	PF17771 PF19236 PF05986 PF08685 PF01562 PF01421 PF00090	
Q9Y2D1	GO:0005813 GO:0000785 GO:0005829 GO:0005654 GO:0005634 GO:0090575	GO:0003682 GO:0001228 GO:0003700 GO:0000981 GO:0019900 GO:0000977 GO:0043565 GO:0000976 GO:0015631	GO:0021930 GO:0007623 GO:0045444 GO:0035264 GO:0043066 GO:1902750 GO:0008285 GO:0045892 GO:0021891 GO:0045944 GO:0045893 GO:0009791 GO:0046605 GO:0006357 GO:0006355	hsa:22809	PF00170	
Q96AT7	GO:0000438 GO:0005654 GO:0005634 GO:0005669 GO:0000439 GO:0005675 GO:0097550	GO:0046872 GO:0047485 GO:0016251	GO:0006281 GO:0006289 GO:0070816 GO:0006366	hsa:2967	PF03850	
Q96HR2	GO:0005829 GO:0005783 GO:0005793 GO:0005654 GO:0005634 GO:0005886	GO:0005178 GO:0019901 GO:0004725 GO:0030971 GO:0097677 GO:0019905	GO:0030183 GO:0030218 GO:0042593 GO:0008286 GO:0008285 GO:0050922 GO:0042059 GO:0070373 GO:0050728 GO:0046627 GO:0060336 GO:1902206 GO:1902215 GO:0070104 GO:0010888 GO:1902227 GO:0045650 GO:2000587 GO:1902233 GO:0061099 GO:0050860 GO:0000122 GO:0010804 GO:0060339 GO:0042532 GO:0035335 GO:1902237 GO:0045722 GO:1903899 GO:1902202 GO:0060334 GO:0030217	hsa:5771	PF00102	
Q99418	GO:0005912 GO:0005923 GO:0005737 GO:0005829 GO:0000139 GO:0030426 GO:0016020 GO:0005886	GO:0005085 GO:0070679 GO:0008289	GO:0030036 GO:0006897 GO:0032012	hsa:9266	PF00169 PF01369	
Q9Y2K2	GO:0005737	GO:0005524 GO:0000287 GO:0106310 GO:0004674 GO:0004712 GO:0050321	GO:0035556 GO:0000226 GO:1904263 GO:1904515 GO:0006468	hsa:23387	PF00069	
Q8NEN1	GO:0005829 GO:0016281	GO:0003729 GO:0003723 GO:0000339 GO:0008135 GO:0003743	GO:0006446	hsa:8672	PF02847 PF02854 PF02020	
Q9UJX3	GO:0005680 GO:0005737 GO:0005829 GO:0015630 GO:0005654 GO:0005634 GO:0005819	GO:0019903	GO:0031145 GO:0051301 GO:0007091 GO:0045842 GO:0070979 GO:0016567	hsa:51434	None	
Q9UMX2	GO:0072562 GO:0005737 GO:0005829 GO:0005654 GO:0005634	GO:0008073	GO:1902268 GO:0006596 GO:0090316 GO:0045732 GO:0007283	hsa:51686	PF02100	
Q5T9U6	GO:0000785 GO:0005737 GO:0043231 GO:0005654 GO:0005634	GO:0001228 GO:0003700 GO:0000981 GO:0140297 GO:0042826 GO:0046982 GO:0042803 GO:0000978 GO:0000977 GO:0061629 GO:1990837	GO:0007512 GO:0006915 GO:0030154 GO:0002062 GO:0001958 GO:0007517 GO:0007399 GO:0001649 GO:0045944 GO:1904707 GO:0006357 GO:0035914	hsa:4209	PF12347 PF00319	
P08138	GO:0009986 GO:0005911 GO:0005829 GO:0043197 GO:0005768 GO:0005576 GO:0030426 GO:0016021 GO:0005887 GO:0005654 GO:0043204 GO:0005886 GO:0014069	GO:0001540 GO:0005516 GO:0015026 GO:0005035 GO:0048406 GO:0043121 GO:0038023 GO:0031267 GO:0004888 GO:0031625	GO:0006919 GO:0007411 GO:0001678 GO:1904646 GO:0007417 GO:0032922 GO:0016048 GO:0035907 GO:0042593 GO:0031069 GO:0006886 GO:1903588 GO:0030336 GO:0040037 GO:0051799 GO:0021675 GO:0051402 GO:2001235 GO:0048146 GO:0042488 GO:1902895 GO:1900182 GO:0007266	hsa:4804	PF00531 PF18422 PF00020	
Q6FGN3	GO:0009986 GO:0043034 GO:0070062 GO:0005925 GO:0005796 GO:0005887 GO:0043202 GO:0045121 GO:0005886	GO:0001968 GO:0042802 GO:0005080 GO:0070053	GO:0016477 GO:0060122 GO:0042130 GO:0001843 GO:1903543 GO:1903553 GO:0051894 GO:0045860 GO:0051496 GO:0010762 GO:0001657 GO:0042060	hsa:6385	PF01034	
Q9BUB1	GO:0005952 GO:0005813 GO:0097546 GO:0005737 GO:0005829 GO:0070062 GO:0005925 GO:0016020 GO:0031588 GO:0005886 GO:0044853 GO:0032991	GO:0030552 GO:0004862 GO:0008603 GO:0019904 GO:0034236 GO:0031625	GO:0035556 GO:2000480	hsa:5576	PF00027 PF02197	
P05121	GO:0062023 GO:0070062 GO:0005576 GO:0005615 GO:1904090 GO:0005886 GO:0031093 GO:0097180	GO:0002020 GO:0004867 GO:0005102	GO:0001525 GO:0071222 GO:0050829 GO:0097187 GO:0042730 GO:0030195 GO:0033629 GO:0030336 GO:0010951 GO:2000352 GO:1902042 GO:0051918 GO:0010757 GO:0014912 GO:2000098 GO:0061044 GO:0061045 GO:0045766 GO:0030194 GO:0050729 GO:0032757 GO:0035491 GO:0090026 GO:1901331 GO:0048260 GO:0010469 GO:0090399	hsa:5054	PF00079	
Q52LW0	GO:0005829 GO:0070062 GO:0101003 GO:0005887 GO:0016020 GO:0005886 GO:0031209 GO:0030667	GO:0005096 GO:0030295 GO:0044877 GO:1904841	GO:0070358 GO:0001782 GO:0050853 GO:0016477 GO:0000902 GO:0030031 GO:0006935 GO:0030866 GO:0048821 GO:0034101 GO:0030011 GO:0002262 GO:0043066 GO:0043318 GO:0032700 GO:0032715 GO:0035509 GO:0048812 GO:0030593 GO:0030838 GO:0045579 GO:0030890 GO:0043372 GO:0043378 GO:0033630 GO:0045648 GO:0045588 GO:0002687 GO:0045621 GO:0090023 GO:1902624 GO:0060100 GO:0042327 GO:0042102 GO:1904515 GO:0065003 GO:0009410 GO:0043029	hsa:3071	PF09735	
P29460	GO:0005829 GO:0005788 GO:0009897 GO:0005576 GO:0005615 GO:0043514 GO:0070743 GO:0031906 GO:0043235	GO:0005125 GO:0019955 GO:0004896 GO:0042802 GO:0042164 GO:0005143 GO:0046982 GO:0044877	GO:0016477 GO:0008283 GO:0071346 GO:0071222 GO:0019221 GO:0050829 GO:0042832 GO:0051607 GO:0030101 GO:0002323 GO:1903588 GO:0002862 GO:0032693 GO:0032700 GO:0050709 GO:0048662 GO:1900747 GO:0042104 GO:0010536 GO:0045785 GO:0002230 GO:0032725 GO:0050729 GO:0032729 GO:0032733 GO:0032735 GO:0032740 GO:0050671 GO:0043382 GO:0032946 GO:0032816 GO:0002860 GO:0032819 GO:1901224 GO:0051135 GO:0051142 GO:0045672 GO:0046427 GO:0034393 GO:0001916 GO:0042102 GO:0002827 GO:2000330 GO:2000318 GO:0034105 GO:0032760 GO:0042531 GO:0001817 GO:0042509 GO:0010224 GO:0019233 GO:0019953 GO:0042088 GO:0042093	hsa:3593	PF10420	
Q9Y6N5	GO:0005743 GO:0005739	GO:0071949 GO:0048038 GO:0070224	GO:0070813 GO:0070221	hsa:58472	PF07992	
Q9NS82	GO:0005887 GO:0016020 GO:0005886	GO:0015179 GO:0015194 GO:0015175	GO:0006865 GO:0042941 GO:0042942 GO:0015804	hsa:56301	PF13520	
